FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Married-couple family:,With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,Other family:,"Male householder, no wife present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,"Female householder, no husband present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years
ACSSF,2010e5,wv,000,0034,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",348,294,76,30,0,46,218,54,6,0,0,0,0,6,48,31,13,18,0,17
ACSSF,2010e5,wv,000,0034,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",890,620,187,26,35,126,433,270,29,8,0,0,8,21,241,136,11,21,104,105
ACSSF,2010e5,wv,000,0034,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",1275,941,421,73,177,171,520,334,92,0,0,0,0,92,242,193,33,36,124,49
ACSSF,2010e5,wv,000,0034,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",793,578,204,38,28,138,374,215,18,0,0,0,0,18,197,115,0,19,96,82
ACSSF,2010e5,wv,000,0034,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",3043,2296,683,138,148,397,1613,747,174,66,17,0,49,108,573,338,0,112,226,235
ACSSF,2010e5,wv,000,0034,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",2836,2005,744,182,183,379,1261,831,311,150,66,16,68,161,520,215,70,32,113,305
ACSSF,2010e5,wv,000,0034,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",3003,2465,819,204,167,448,1646,538,155,138,43,0,95,17,383,177,5,36,136,206
ACSSF,2010e5,wv,000,0034,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",679,573,114,14,14,86,459,106,28,28,4,0,24,0,78,49,17,23,9,29
ACSSF,2010e5,wv,000,0034,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",595,471,40,10,0,30,431,124,36,13,13,0,0,23,88,25,0,0,25,63
ACSSF,2010e5,wv,000,0034,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",452,303,71,7,16,48,232,149,38,0,0,0,0,38,111,64,6,8,50,47
ACSSF,2010e5,wv,000,0034,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",663,521,75,0,44,31,446,142,19,0,0,0,0,19,123,93,16,48,29,30
ACSSF,2010e5,wv,000,0034,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",627,569,195,37,41,117,374,58,27,18,0,0,18,9,31,31,16,0,15,0
ACSSF,2010e5,wv,000,0034,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",3507,2705,980,160,214,606,1725,802,176,115,30,0,85,61,626,276,0,29,247,350
ACSSF,2010e5,wv,000,0034,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",3160,2467,797,135,169,493,1670,693,173,62,0,5,57,111,520,215,72,22,121,305
ACSSF,2010e5,wv,000,0034,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",2806,1803,612,169,139,304,1191,1003,206,51,27,0,24,155,797,471,105,136,230,326
ACSSF,2010e5,wv,000,0034,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",3871,2954,1017,239,142,636,1937,917,221,85,4,0,81,136,696,418,85,7,326,278
ACSSF,2010e5,wv,000,0034,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",2904,2142,881,147,153,581,1261,762,131,98,0,15,83,33,631,268,123,14,131,363
ACSSF,2010e5,wv,000,0034,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",2720,2195,775,113,113,549,1420,525,99,42,7,0,35,57,426,263,97,5,161,163
ACSSF,2010e5,wv,000,0034,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",2767,2239,940,224,154,562,1299,528,202,137,66,36,35,65,326,176,46,24,106,150
ACSSF,2010e5,wv,000,0034,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",2565,2067,641,107,161,373,1426,498,151,93,53,0,40,58,347,269,64,0,205,78
ACSSF,2010e5,wv,000,0034,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",3082,2416,865,211,220,434,1551,666,192,163,0,0,163,29,474,168,0,26,142,306
ACSSF,2010e5,wv,000,0034,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",2870,2046,1041,279,294,468,1005,824,270,117,22,0,95,153,554,288,77,37,174,266
ACSSF,2010e5,wv,000,0034,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",2545,2233,876,232,217,427,1357,312,88,14,0,0,14,74,224,128,3,10,115,96
ACSSF,2010e5,wv,000,0034,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",3283,2762,1304,327,220,757,1458,521,193,128,101,17,10,65,328,204,64,9,131,124
ACSSF,2010e5,wv,000,0034,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",2680,2073,739,150,87,502,1334,607,190,68,0,0,68,122,417,185,34,70,81,232
ACSSF,2010e5,wv,000,0034,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",2212,2033,773,187,215,371,1260,179,109,27,24,0,3,82,70,35,4,11,20,35
ACSSF,2010e5,wv,000,0034,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",11007,8059,2552,489,433,1630,5507,2948,662,222,85,0,137,440,2286,1206,290,262,654,1080
ACSSF,2010e5,wv,000,0034,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",13533,10017,3567,833,609,2125,6450,3516,743,382,78,52,252,361,2773,1508,414,210,884,1265
ACSSF,2010e5,wv,000,0034,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",13533,10414,3614,742,786,2086,6800,3119,916,517,144,0,373,399,2203,1247,261,211,775,956
ACSSF,2010e5,wv,000,0034,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",12991,10028,3010,687,585,1738,7018,2963,623,367,52,71,244,256,2340,1283,401,144,738,1057
ACSSF,2010e5,wv,000,0034,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",1351,1038,324,66,34,224,714,313,85,61,13,10,38,24,228,166,31,11,124,62
ACSSF,2010e5,wv,000,0034,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",1392,1227,364,10,100,254,863,165,61,26,17,0,9,35,104,97,13,20,64,7
ACSSF,2010e5,wv,000,0034,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",1500,1181,356,42,103,211,825,319,79,19,19,0,0,60,240,146,59,29,58,94
ACSSF,2010e5,wv,000,0034,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1092,809,275,49,33,193,534,283,85,53,8,0,45,32,198,155,29,28,98,43
ACSSF,2010e5,wv,000,0034,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1192,1013,485,127,55,303,528,179,37,0,0,0,0,37,142,110,16,74,20,32
ACSSF,2010e5,wv,000,0034,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1103,778,281,48,28,205,497,325,53,16,16,0,0,37,272,123,24,23,76,149
ACSSF,2010e5,wv,000,0034,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",350,286,163,56,20,87,123,64,20,0,0,0,0,20,44,28,0,0,28,16
ACSSF,2010e5,wv,000,0034,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",670,502,241,118,25,98,261,168,96,54,0,38,16,42,72,44,18,0,26,28
ACSSF,2010e5,wv,000,0034,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",1350,917,279,40,52,187,638,433,173,78,25,0,53,95,260,142,78,0,64,118
ACSSF,2010e5,wv,000,0034,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",65,52,0,0,0,0,52,13,0,0,0,0,0,0,13,13,0,0,13,0
ACSSF,2010e5,wv,000,0034,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",730,584,298,133,20,145,286,146,0,0,0,0,0,0,146,13,0,13,0,133
ACSSF,2010e5,wv,000,0034,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",3353,2430,831,149,202,480,1599,923,299,168,90,0,78,131,624,255,23,59,173,369
ACSSF,2010e5,wv,000,0034,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",3910,2996,1048,256,181,611,1948,914,187,66,5,0,61,121,727,206,93,0,113,521
ACSSF,2010e5,wv,000,0034,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",3251,2427,921,95,229,597,1506,824,132,73,32,0,41,59,692,231,60,46,125,461
ACSSF,2010e5,wv,000,0034,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",1426,1028,215,43,39,133,813,398,103,39,0,20,19,64,295,207,16,46,145,88
ACSSF,2010e5,wv,000,0034,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",1240,960,356,26,25,305,604,280,85,24,2,0,22,61,195,84,0,4,80,111
ACSSF,2010e5,wv,000,0034,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",1331,930,326,28,51,247,604,401,45,13,0,0,13,32,356,136,8,40,88,220
ACSSF,2010e5,wv,000,0034,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",1493,1224,304,74,111,119,920,269,101,25,0,0,25,76,168,94,6,0,88,74
ACSSF,2010e5,wv,000,0034,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",4063,2818,957,164,135,658,1861,1245,239,130,18,0,112,109,1006,512,198,88,226,494
ACSSF,2010e5,wv,000,0034,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",5992,4550,1711,437,319,955,2839,1442,436,227,8,0,219,209,1006,541,69,37,435,465
ACSSF,2010e5,wv,000,0034,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",4972,3981,1443,318,203,922,2538,991,315,116,18,29,69,199,676,400,54,30,316,276
ACSSF,2010e5,wv,000,0034,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",3040,2408,921,141,150,630,1487,632,186,100,18,0,82,86,446,210,54,32,124,236
ACSSF,2010e5,wv,000,0034,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",2696,1959,500,41,120,339,1459,737,181,103,38,0,65,78,556,287,96,27,164,269
ACSSF,2010e5,wv,000,0034,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",3649,2947,1053,259,227,567,1894,702,247,104,78,0,26,143,455,267,73,12,182,188
ACSSF,2010e5,wv,000,0034,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",310,256,60,11,36,13,196,54,19,17,0,0,17,2,35,0,0,0,0,35
ACSSF,2010e5,wv,000,0034,0000175,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1091,847,254,31,65,158,593,244,73,31,0,3,28,42,171,65,6,38,21,106
ACSSF,2010e5,wv,000,0034,0000176,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",284,250,74,0,18,56,176,34,32,5,0,0,5,27,2,0,0,0,0,2
ACSSF,2010e5,wv,000,0034,0000177,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",541,465,125,27,27,71,340,76,15,15,0,0,15,0,61,11,0,0,11,50
ACSSF,2010e5,wv,000,0034,0000178,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",981,739,311,80,74,157,428,242,70,30,24,6,0,40,172,110,12,0,98,62
ACSSF,2010e5,wv,000,0034,0000179,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",848,670,243,35,69,139,427,178,46,23,0,0,23,23,132,83,41,0,42,49
ACSSF,2010e5,wv,000,0034,0000180,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",1564,1164,437,80,107,250,727,400,95,82,9,0,73,13,305,149,57,0,92,156
ACSSF,2010e5,wv,000,0034,0000181,060,54,053,06000US5405392652,"Robinson district, Mason County, West Virginia",724,472,151,0,48,103,321,252,0,0,0,0,0,0,252,238,162,10,66,14
ACSSF,2010e5,wv,000,0034,0000182,060,54,053,06000US5405393264,"Union district, Mason County, West Virginia",452,370,127,0,19,108,243,82,34,0,0,0,0,34,48,23,0,0,23,25
ACSSF,2010e5,wv,000,0034,0000183,060,54,053,06000US5405393432,"Waggener district, Mason County, West Virginia",799,524,168,27,18,123,356,275,58,52,3,0,49,6,217,135,19,23,93,82
ACSSF,2010e5,wv,000,0034,0000184,060,54,055,06000US5405590900,"District I, Mercer County, West Virginia",4642,3459,1024,199,190,635,2435,1183,164,56,42,0,14,108,1019,588,158,71,359,431
ACSSF,2010e5,wv,000,0034,0000185,060,54,055,06000US5405590912,"District II, Mercer County, West Virginia",6106,4507,1414,444,181,789,3093,1599,606,296,73,57,166,310,993,524,182,0,342,469
ACSSF,2010e5,wv,000,0034,0000186,060,54,055,06000US5405590924,"District III, Mercer County, West Virginia",5263,4312,1341,172,296,873,2971,951,244,126,48,17,61,118,707,337,108,56,173,370
ACSSF,2010e5,wv,000,0034,0000187,060,54,057,06000US5405790784,"District 1, Mineral County, West Virginia",2588,2070,647,162,111,374,1423,518,145,92,20,53,19,53,373,294,28,34,232,79
ACSSF,2010e5,wv,000,0034,0000188,060,54,057,06000US5405790820,"District 2, Mineral County, West Virginia",2392,1763,540,128,126,286,1223,629,113,82,14,0,68,31,516,348,60,23,265,168
ACSSF,2010e5,wv,000,0034,0000189,060,54,057,06000US5405790856,"District 3, Mineral County, West Virginia",2730,2187,660,106,138,416,1527,543,188,122,70,21,31,66,355,219,28,26,165,136
ACSSF,2010e5,wv,000,0034,0000190,060,54,059,06000US5405990141,"Beech Ben Mate district, Mingo County, West Virginia",1025,757,293,79,42,172,464,268,66,30,30,0,0,36,202,147,30,34,83,55
ACSSF,2010e5,wv,000,0034,0000191,060,54,059,06000US5405991770,"Kermit Harvey district, Mingo County, West Virginia",1102,883,255,44,25,186,628,219,66,34,0,34,0,32,153,12,0,4,8,141
ACSSF,2010e5,wv,000,0034,0000192,060,54,059,06000US5405991848,"Lee district, Mingo County, West Virginia",1166,917,348,53,73,222,569,249,129,31,31,0,0,98,120,39,0,32,7,81
ACSSF,2010e5,wv,000,0034,0000193,060,54,059,06000US5405992064,"Magnolia district, Mingo County, West Virginia",822,502,209,55,15,139,293,320,109,62,0,0,62,47,211,116,5,16,95,95
ACSSF,2010e5,wv,000,0034,0000194,060,54,059,06000US5405993012,"Stafford district, Mingo County, West Virginia",1243,1012,290,90,0,200,722,231,51,26,0,0,26,25,180,74,35,0,39,106
ACSSF,2010e5,wv,000,0034,0000195,060,54,059,06000US5405993162,"Tug Hardee district, Mingo County, West Virginia",1075,838,296,111,34,151,542,237,121,13,0,0,13,108,116,35,0,0,35,81
ACSSF,2010e5,wv,000,0034,0000196,060,54,059,06000US5405993696,"Williamson district, Mingo County, West Virginia",1054,689,226,35,48,143,463,365,32,0,0,0,0,32,333,137,57,15,65,196
ACSSF,2010e5,wv,000,0034,0000197,060,54,061,06000US5406190456,"Central district, Monongalia County, West Virginia",3786,2816,923,230,215,478,1893,970,265,158,56,67,35,107,705,341,92,39,210,364
ACSSF,2010e5,wv,000,0034,0000198,060,54,061,06000US5406190983,"Eastern district, Monongalia County, West Virginia",7869,6297,2633,806,537,1290,3664,1572,586,223,106,0,117,363,986,551,180,41,330,435
ACSSF,2010e5,wv,000,0034,0000199,060,54,061,06000US5406193612,"Western district, Monongalia County, West Virginia",7130,5948,2227,530,416,1281,3721,1182,339,137,32,5,100,202,843,464,103,73,288,379
ACSSF,2010e5,wv,000,0034,0000200,060,54,063,06000US5406390457,"Central district, Monroe County, West Virginia",1382,1157,298,128,10,160,859,225,101,44,0,0,44,57,124,91,61,8,22,33
ACSSF,2010e5,wv,000,0034,0000201,060,54,063,06000US5406390984,"Eastern district, Monroe County, West Virginia",1251,1066,337,75,96,166,729,185,64,27,0,0,27,37,121,16,0,0,16,105
ACSSF,2010e5,wv,000,0034,0000202,060,54,063,06000US5406393613,"Western district, Monroe County, West Virginia",1289,1074,330,96,57,177,744,215,33,0,0,0,0,33,182,44,0,3,41,138
ACSSF,2010e5,wv,000,0034,0000203,060,54,065,06000US5406590786,"District 1, Morgan County, West Virginia",1214,879,219,0,37,182,660,335,53,5,0,0,5,48,282,150,6,0,144,132
ACSSF,2010e5,wv,000,0034,0000204,060,54,065,06000US5406590822,"District 2, Morgan County, West Virginia",1239,1000,239,63,82,94,761,239,36,9,0,0,9,27,203,122,0,34,88,81
ACSSF,2010e5,wv,000,0034,0000205,060,54,065,06000US5406590858,"District 3, Morgan County, West Virginia",1629,1340,507,63,111,333,833,289,181,136,59,10,67,45,108,63,0,0,63,45
ACSSF,2010e5,wv,000,0034,0000206,060,54,067,06000US5406790132,"Beaver district, Nicholas County, West Virginia",2255,1803,588,174,139,275,1215,452,159,88,38,0,50,71,293,131,37,51,43,162
ACSSF,2010e5,wv,000,0034,0000207,060,54,067,06000US5406791344,"Grant district, Nicholas County, West Virginia",393,253,94,0,0,94,159,140,84,65,0,0,65,19,56,0,0,0,0,56
ACSSF,2010e5,wv,000,0034,0000208,060,54,067,06000US5406791500,"Hamilton district, Nicholas County, West Virginia",835,740,211,40,43,128,529,95,76,38,12,0,26,38,19,0,0,0,0,19
ACSSF,2010e5,wv,000,0034,0000209,060,54,067,06000US5406791716,"Jefferson district, Nicholas County, West Virginia",463,364,140,0,22,118,224,99,62,20,0,0,20,42,37,23,0,0,23,14
ACSSF,2010e5,wv,000,0034,0000210,060,54,067,06000US5406791752,"Kentucky district, Nicholas County, West Virginia",1302,1100,419,100,65,254,681,202,97,78,15,0,63,19,105,0,0,0,0,105
ACSSF,2010e5,wv,000,0034,0000211,060,54,067,06000US5406793072,"Summersville district, Nicholas County, West Virginia",1523,1302,458,29,0,429,844,221,39,0,0,0,0,39,182,68,0,0,68,114
ACSSF,2010e5,wv,000,0034,0000212,060,54,067,06000US5406793660,"Wilderness district, Nicholas County, West Virginia",900,801,243,49,56,138,558,99,18,11,11,0,0,7,81,15,0,0,15,66
ACSSF,2010e5,wv,000,0034,0000213,060,54,069,06000US5406990788,"District 1, Ohio County, West Virginia",4462,3812,1374,182,323,869,2438,650,103,51,19,0,32,52,547,330,90,37,203,217
ACSSF,2010e5,wv,000,0034,0000214,060,54,069,06000US5406990824,"District 2, Ohio County, West Virginia",3105,1934,622,155,84,383,1312,1171,255,133,67,0,66,122,916,543,182,139,222,373
ACSSF,2010e5,wv,000,0034,0000215,060,54,069,06000US5406990862,"District 3, Ohio County, West Virginia",3919,3142,1049,151,161,737,2093,777,92,33,10,0,23,59,685,273,27,76,170,412
ACSSF,2010e5,wv,000,0034,0000216,060,54,071,06000US5407190462,"Central district, Pendleton County, West Virginia",754,638,209,16,49,144,429,116,17,0,0,0,0,17,99,25,9,0,16,74
ACSSF,2010e5,wv,000,0034,0000217,060,54,071,06000US5407190987,"Eastern district, Pendleton County, West Virginia",720,587,170,40,86,44,417,133,48,48,21,0,27,0,85,47,0,34,13,38
ACSSF,2010e5,wv,000,0034,0000218,060,54,071,06000US5407193615,"Western district, Pendleton County, West Virginia",737,616,149,14,20,115,467,121,34,0,0,0,0,34,87,65,31,0,34,22
ACSSF,2010e5,wv,000,0034,0000219,060,54,073,06000US5407390892,"District A, Pleasants County, West Virginia",427,378,169,25,44,100,209,49,14,4,0,0,4,10,35,15,0,0,15,20
ACSSF,2010e5,wv,000,0034,0000220,060,54,073,06000US5407390894,"District B, Pleasants County, West Virginia",345,276,40,0,0,40,236,69,26,26,0,0,26,0,43,30,0,0,30,13
ACSSF,2010e5,wv,000,0034,0000221,060,54,073,06000US5407390896,"District C, Pleasants County, West Virginia",444,330,118,14,8,96,212,114,23,7,0,7,0,16,91,64,19,7,38,27
ACSSF,2010e5,wv,000,0034,0000222,060,54,073,06000US5407390898,"District D, Pleasants County, West Virginia",458,410,161,32,0,129,249,48,18,8,0,0,8,10,30,0,0,0,0,30
ACSSF,2010e5,wv,000,0034,0000223,060,54,075,06000US5407590996,"Edray district, Pocahontas County, West Virginia",1064,771,137,21,10,106,634,293,125,50,0,0,50,75,168,135,56,18,61,33
ACSSF,2010e5,wv,000,0034,0000224,060,54,075,06000US5407591416,"Greenbank district, Pocahontas County, West Virginia",803,769,342,41,64,237,427,34,8,6,0,0,6,2,26,11,11,0,0,15
ACSSF,2010e5,wv,000,0034,0000225,060,54,075,06000US5407591656,"Huntersville district, Pocahontas County, West Virginia",318,301,119,0,26,93,182,17,0,0,0,0,0,0,17,14,0,0,14,3
ACSSF,2010e5,wv,000,0034,0000226,060,54,075,06000US5407591944,"Little Levels district, Pocahontas County, West Virginia",518,433,159,69,21,69,274,85,26,17,17,0,0,9,59,33,0,0,33,26
ACSSF,2010e5,wv,000,0034,0000227,060,54,077,06000US5407791096,"Fifth district, Preston County, West Virginia",1678,1455,561,104,87,370,894,223,37,17,13,0,4,20,186,87,26,13,48,99
ACSSF,2010e5,wv,000,0034,0000228,060,54,077,06000US5407791100,"First district, Preston County, West Virginia",1910,1577,625,158,66,401,952,333,52,34,0,7,27,18,281,151,56,28,67,130
ACSSF,2010e5,wv,000,0034,0000229,060,54,077,06000US5407791134,"Fourth district, Preston County, West Virginia",1750,1382,517,116,77,324,865,368,63,27,22,0,5,36,305,103,5,21,77,202
ACSSF,2010e5,wv,000,0034,0000230,060,54,077,06000US5407792742,"Second district, Preston County, West Virginia",1749,1480,400,71,55,274,1080,269,75,11,0,0,11,64,194,102,31,15,56,92
ACSSF,2010e5,wv,000,0034,0000231,060,54,077,06000US5407793102,"Third district, Preston County, West Virginia",1916,1465,502,242,51,209,963,451,207,125,54,13,58,82,244,197,39,69,89,47
ACSSF,2010e5,wv,000,0034,0000232,060,54,079,06000US5407990292,"Buffalo-Union district, Putnam County, West Virginia",3130,2399,737,78,97,562,1662,731,158,73,6,6,61,85,573,221,49,6,166,352
ACSSF,2010e5,wv,000,0034,0000233,060,54,079,06000US5407990720,"Curry district, Putnam County, West Virginia",2754,2314,918,233,264,421,1396,440,47,34,8,0,26,13,393,233,27,100,106,160
ACSSF,2010e5,wv,000,0034,0000234,060,54,079,06000US5407992508,"Pocatalico district, Putnam County, West Virginia",2436,1821,718,186,113,419,1103,615,205,114,0,0,114,91,410,319,68,125,126,91
ACSSF,2010e5,wv,000,0034,0000235,060,54,079,06000US5407992736,"Scott district, Putnam County, West Virginia",3239,2813,1371,213,169,989,1442,426,130,65,6,31,28,65,296,122,71,0,51,174
ACSSF,2010e5,wv,000,0034,0000236,060,54,079,06000US5407993090,"Teays district, Putnam County, West Virginia",4370,3774,1674,382,357,935,2100,596,243,64,0,0,64,179,353,283,33,67,183,70
ACSSF,2010e5,wv,000,0034,0000237,060,54,081,06000US5408190792,"District 1, Raleigh County, West Virginia",6870,5553,1993,368,303,1322,3560,1317,364,141,27,25,89,223,953,437,124,128,185,516
ACSSF,2010e5,wv,000,0034,0000238,060,54,081,06000US5408190828,"District 2, Raleigh County, West Virginia",6903,5052,1840,482,285,1073,3212,1851,357,87,12,0,75,270,1494,783,174,127,482,711
ACSSF,2010e5,wv,000,0034,0000239,060,54,081,06000US5408190864,"District 3, Raleigh County, West Virginia",7241,5476,1860,376,423,1061,3616,1765,584,302,64,63,175,282,1181,526,139,39,348,655
ACSSF,2010e5,wv,000,0034,0000240,060,54,083,06000US5408390156,"Beverly district, Randolph County, West Virginia",1226,893,260,18,39,203,633,333,133,37,0,0,37,96,200,167,40,50,77,33
ACSSF,2010e5,wv,000,0034,0000241,060,54,083,06000US5408390936,"Dry Fork district, Randolph County, West Virginia",579,488,79,56,0,23,409,91,13,4,0,0,4,9,78,44,5,0,39,34
ACSSF,2010e5,wv,000,0034,0000242,060,54,083,06000US5408391668,"Huttonsville district, Randolph County, West Virginia",578,538,145,22,33,90,393,40,3,3,0,0,3,0,37,16,0,0,16,21
ACSSF,2010e5,wv,000,0034,0000243,060,54,083,06000US5408391824,"Leadsville district, Randolph County, West Virginia",3296,2622,937,127,139,671,1685,674,153,85,54,5,26,68,521,293,39,82,172,228
ACSSF,2010e5,wv,000,0034,0000244,060,54,083,06000US5408392148,"Middle Fork district, Randolph County, West Virginia",217,183,59,0,26,33,124,34,18,18,0,0,18,0,16,15,0,0,15,1
ACSSF,2010e5,wv,000,0034,0000245,060,54,083,06000US5408392220,"Mingo district, Randolph County, West Virginia",396,350,139,26,11,102,211,46,0,0,0,0,0,0,46,0,0,0,0,46
ACSSF,2010e5,wv,000,0034,0000246,060,54,083,06000US5408392292,"New Interest district, Randolph County, West Virginia",395,346,76,7,14,55,270,49,24,20,20,0,0,4,25,4,0,0,4,21
ACSSF,2010e5,wv,000,0034,0000247,060,54,083,06000US5408392640,"Roaring Creek district, Randolph County, West Virginia",546,476,171,0,50,121,305,70,37,4,4,0,0,33,33,4,0,0,4,29
