B11003_1_total,17742,26141,5735,27908,58003,20622,56820,175610,34165,6182,157432,33874,30106,44505,203455,13550,198702,45966,7654,3046,52057,16402,3745,4379,7239,5669,4891,25713,8910,3540,38635,8084,4933,10552,21627,16100,17087,7354,22962,2007-2011
B11003_2_married-couple_family,13237,20023,4281,20565,47094,13493,32152,132446,27224,5112,97000,23657,24994,38635,134409,10712,149939,35204,5527,2288,38928,12801,2799,3224,5438,3809,3629,17425,7381,2817,29295,7031,3831,7668,14848,10436,11554,4995,18374,2007-2011
B11003_3_with_own_children_under_18_years,6464,8071,1650,9233,23635,5179,15578,63561,12369,1640,43010,10813,11326,21869,63687,4614,81217,16490,2220,881,19370,5704,1055,1320,2020,1061,1630,8642,3642,1100,15522,2489,1565,3077,6483,4173,4800,1859,8115,2007-2011
B11003_4_under_6_years_only,1671,1599,408,2247,6490,1667,3218,16334,2749,321,12792,2122,1593,4547,17032,1071,18322,3751,395,134,3594,1520,224,224,289,152,320,2452,473,275,3797,653,227,608,1120,900,1106,383,1708,2007-2011
B11003_5_under_6_years_and_6_to_17_years,1435,1710,283,2012,5191,1182,3516,13503,2759,345,8633,3024,1814,5001,12447,1084,19406,3847,406,137,4233,1057,195,222,443,171,391,2187,639,228,3215,599,269,786,1423,807,1088,186,2148,2007-2011
B11003_6_6_to_17_years_only,3358,4762,959,4974,11954,2330,8844,33724,6861,974,21585,5667,7919,12321,34208,2459,43489,8892,1419,610,11543,3127,636,874,1288,738,919,4003,2530,597,8510,1237,1069,1683,3940,2466,2606,1290,4259,2007-2011
B11003_7_no_own_children_under_18_years,6773,11952,2631,11332,23459,8314,16574,68885,14855,3472,53990,12844,13668,16766,70722,6098,68722,18714,3307,1407,19558,7097,1744,1904,3418,2748,1999,8783,3739,1717,13773,4542,2266,4591,8365,6263,6754,3136,10259,2007-2011
B11003_8_other_family,4505,6118,1454,7343,10909,7129,24668,43164,6941,1070,60432,10217,5112,5870,69046,2838,48763,10762,2127,758,13129,3601,946,1155,1801,1860,1262,8288,1529,723,9340,1053,1102,2884,6779,5664,5533,2359,4588,2007-2011
"B11003_9_male_householder,_no_wife_present",1475,1709,327,1891,3114,1441,4622,10802,1823,410,12734,2417,1205,1582,13459,659,13777,3588,720,194,3271,938,276,266,593,286,302,1870,315,190,2571,303,227,729,1467,1247,995,391,1051,2007-2011
B11003_10_with_own_children_under_18_years,679,824,136,734,1524,570,2094,5088,605,270,5352,1267,502,760,5092,215,6159,1844,444,105,2132,396,166,115,343,96,99,907,159,26,1352,179,118,337,688,482,348,115,299,2007-2011
B11003_11_under_6_years_only,261,315,4,251,328,149,693,1633,174,89,1687,236,30,184,1519,94,1697,546,66,3,485,61,0,32,48,42,24,317,22,0,186,10,0,104,223,82,61,40,48,2007-2011
B11003_12_under_6_years_and_6_to_17_years,43,123,13,148,195,129,451,641,12,6,678,225,52,35,550,2,1454,462,41,25,344,10,14,5,88,30,17,170,42,0,123,28,10,9,123,170,104,0,40,2007-2011
B11003_13_6_to_17_years_only,375,386,119,335,1001,292,950,2814,419,175,2987,806,420,541,3023,119,3008,836,337,77,1303,325,152,78,207,24,58,420,95,26,1043,141,108,224,342,230,183,75,211,2007-2011
B11003_14_no_own_children_under_18_years,796,885,191,1157,1590,871,2528,5714,1218,140,7382,1150,703,822,8367,444,7618,1744,276,89,1139,542,110,151,250,190,203,963,156,164,1219,124,109,392,779,765,647,276,752,2007-2011
"B11003_15_female_householder,_no_husband_present",3030,4409,1127,5452,7795,5688,20046,32362,5118,660,47698,7800,3907,4288,55587,2179,34986,7174,1407,564,9858,2663,670,889,1208,1574,960,6418,1214,533,6769,750,875,2155,5312,4417,4538,1968,3537,2007-2011
B11003_16_with_own_children_under_18_years,1735,2621,472,3351,4703,3468,12333,19127,2837,365,26840,4763,2209,2407,33288,1222,23174,3749,672,350,6251,1239,328,426,527,772,395,3683,687,317,4262,380,590,1045,3307,2358,2671,811,2084,2007-2011
B11003_17_under_6_years_only,257,519,101,690,782,1053,2128,3562,558,40,5505,667,240,366,7270,95,3749,883,3,34,921,224,59,98,51,121,49,535,10,67,654,11,81,337,497,630,640,167,240,2007-2011
B11003_18_under_6_years_and_6_to_17_years,352,357,48,752,740,610,2539,2880,556,46,4777,859,214,351,6646,173,4089,932,135,100,1249,82,103,129,118,144,102,934,107,141,1095,84,87,154,393,383,699,120,353,2007-2011
B11003_19_6_to_17_years_only,1126,1745,323,1909,3181,1805,7666,12685,1723,279,16558,3237,1755,1690,19372,954,15336,1934,534,216,4081,933,166,199,358,507,244,2214,570,109,2513,285,422,554,2417,1345,1332,524,1491,2007-2011
B11003_20_no_own_children_under_18_years,1295,1788,655,2101,3092,2220,7713,13235,2281,295,20858,3037,1698,1881,22299,957,11812,3425,735,214,3607,1424,342,463,681,802,565,2735,527,216,2507,370,285,1110,2005,2059,1867,1157,1453,2007-2011
B25075_1_total,18031,24173,6093,26912,60549,18872,50721,177428,34004,6327,154355,32542,32070,48110,200682,13023,185877,42435,7794,3229,53324,16359,3813,4211,7098,5716,4860,25334,9148,3947,38889,8821,5006,10320,20431,14625,15472,7137,22529,2007-2011
"B25075_2_less_than_$10,000",200,325,38,508,159,244,877,1064,260,48,430,431,283,128,772,146,923,547,129,90,200,141,55,52,144,271,105,277,75,57,74,103,20,67,129,115,228,93,261,2007-2011
"B25075_3_$10,000_to_$14,999",143,212,0,329,201,207,620,628,303,79,548,539,140,204,614,101,733,544,92,77,330,274,104,42,94,148,4,192,53,106,294,68,100,63,153,162,250,81,58,2007-2011
"B25075_4_$15,000_to_$19,999",45,282,173,199,313,163,264,878,155,17,701,304,194,288,396,101,831,149,92,168,271,281,9,12,81,53,12,114,21,60,127,30,103,91,118,277,160,32,89,2007-2011
"B25075_5_$20,000_to_$24,999",131,162,57,172,208,122,299,575,45,27,437,45,129,221,566,202,385,286,280,51,197,68,9,74,69,130,64,30,0,29,29,129,22,202,100,35,98,150,127,2007-2011
"B25075_6_$25,000_to_$29,999",55,190,26,336,196,98,359,310,97,0,220,146,120,65,412,96,442,332,31,75,90,193,27,55,112,112,37,82,30,39,140,49,36,120,41,129,108,281,55,2007-2011
"B25075_7_$30,000_to_$34,999",29,163,125,270,95,29,352,421,40,41,425,296,40,126,628,215,257,202,34,46,249,117,52,10,198,87,11,124,88,28,420,134,13,142,53,330,142,58,26,2007-2011
"B25075_8_$35,000_to_$39,999",17,86,38,134,157,54,261,351,98,9,294,110,99,91,619,124,227,194,81,59,132,126,10,49,160,171,27,83,0,33,53,49,35,84,10,55,129,44,51,2007-2011
"B25075_9_$40,000_to_$49,999",187,376,119,578,114,118,1069,778,34,61,1280,277,55,49,1107,385,351,319,258,134,404,337,39,55,196,256,116,69,50,30,160,89,95,450,155,388,503,596,176,2007-2011
"B25075_10_$50,000_to_$59,999",182,430,235,580,180,197,1741,708,246,33,1419,386,57,155,1950,433,615,420,388,137,523,152,89,122,164,243,207,305,8,76,473,198,162,609,194,619,475,301,374,2007-2011
"B25075_11_$60,000_to_$69,999",394,513,182,863,426,178,1899,1272,373,69,2370,488,61,211,2267,401,1020,434,319,254,778,368,332,186,213,344,73,567,50,162,655,182,97,604,279,649,531,602,432,2007-2011
"B25075_12_$70,000_to_$79,999",490,717,135,1024,365,381,2058,1391,612,58,2971,844,109,463,3165,657,1570,940,445,322,839,569,138,225,420,363,184,564,48,89,1033,373,241,749,451,839,871,741,321,2007-2011
"B25075_13_$80,000_to_$89,999",623,837,303,1169,674,582,2929,2398,802,103,4262,1156,187,238,4444,696,2839,724,624,295,1158,461,321,412,548,550,161,1151,77,175,1821,150,355,895,669,795,920,471,591,2007-2011
"B25075_14_$90,000_to_$99,999",882,1219,442,1630,844,775,3747,3038,707,51,4452,1609,229,213,4566,785,3117,1130,512,203,1335,600,252,251,351,307,219,1427,145,225,1516,390,253,558,822,896,879,481,757,2007-2011
"B25075_15_$100,000_to_$124,999",3629,3297,745,4370,3726,2179,10430,11567,3353,587,15462,4318,849,1435,11999,2213,12501,4364,1183,377,6855,1850,543,673,727,587,353,4227,643,704,6611,827,530,1432,2649,2411,2127,928,2668,2007-2011
"B25075_16_$125,000_to_$149,999",4070,3728,697,2908,7027,2660,9630,16561,4225,831,18236,4564,1780,1864,13274,1481,22793,4932,563,134,7086,1444,192,399,597,574,387,4425,525,424,6646,700,278,876,2664,1800,1913,585,3331,2007-2011
"B25075_17_$150,000_to_$174,999",2434,3401,609,3741,9412,3267,6593,23068,5159,854,18774,4885,3450,3880,17407,1331,30178,5833,967,215,8810,2190,329,317,739,405,389,3601,898,403,5858,1179,629,897,2937,1536,1621,478,3713,2007-2011
"B25075_18_$175,000_to_$199,999",1094,1931,312,1877,6723,1469,2963,18236,3563,393,12085,2837,3082,3690,12694,880,23451,3474,378,141,5626,1516,117,246,488,237,209,2385,1037,306,3127,529,424,549,1750,766,948,423,1836,2007-2011
"B25075_19_$200,000_to_$249,999",1259,2205,559,2101,9062,2542,2706,27125,5614,665,17422,3400,5448,7468,23367,1103,30931,5252,497,202,7609,2164,284,389,826,361,582,2086,1202,221,4412,870,589,898,2882,1001,1426,349,2645,2007-2011
"B25075_20_$250,000_to_$299,999",743,1333,565,1346,6578,1172,1036,20121,3173,629,12658,2058,4391,6756,16711,735,18704,3317,313,89,4047,1228,220,161,453,158,342,1266,1097,280,1961,516,355,422,1639,470,689,205,1729,2007-2011
"B25075_21_$300,000_to_$399,999",781,1492,392,1401,7335,1259,459,22328,2908,786,17911,1975,5286,9313,26064,363,18796,3723,355,130,4186,1214,392,265,290,119,576,1167,1457,311,2145,841,266,356,1626,847,687,159,1986,2007-2011
"B25075_22_$400,000_to_$499,999",284,471,169,485,3362,492,130,10488,1129,402,9952,1090,3039,5090,18007,205,7108,2065,73,0,1236,541,99,51,47,86,323,610,600,94,584,363,116,142,685,103,289,20,575,2007-2011
"B25075_23_$500,000_to_$749,999",235,507,46,548,2373,320,92,9942,759,449,8355,602,2215,4117,22777,237,5291,1732,30,9,1033,315,175,63,87,71,247,438,771,77,450,620,128,74,316,252,243,32,425,2007-2011
"B25075_24_$750,000_to_$999,999",37,157,112,163,674,193,91,2343,209,74,2155,99,538,1387,8045,44,1305,731,18,8,162,80,25,89,4,10,94,84,101,18,172,226,95,10,20,70,58,18,149,2007-2011
"B25075_25_$1,000,000_or_more",87,139,14,180,345,171,116,1837,140,61,1536,83,289,658,8831,89,1509,791,132,13,168,130,0,13,90,73,138,60,172,0,128,206,64,30,89,80,177,9,154,2007-2011
B03002_1_total,68061,98905,23568,110292,211316,116131,260756,684468,124695,22121,690003,130473,106094,170815,907811,54747,794872,178286,28681,11758,199115,59798,13800,18035,27915,22213,17876,98864,32246,14686,139067,29406,17646,41233,84303,63713,66422,27235,83003,2007-2011
B03002_2_not_hispanic_or_latino,62296,91541,22976,103655,191457,104360,226472,602016,116630,21271,624341,120016,99717,155176,837482,47165,639170,132173,28312,11678,187824,56178,13310,17687,26840,22099,17409,94375,30864,14158,132090,28579,17444,36450,76414,61333,64295,26636,80315,2007-2011
B03002_3_white_alone,51017,79041,16081,80872,172196,67064,39615,390026,91007,20619,205157,65847,72875,138221,376336,43793,360297,113939,26223,10102,107482,49957,9997,11782,24013,12640,12719,52515,27865,11266,104578,27747,15206,30437,36143,38901,40286,18607,65161,2007-2011
B03002_4_black_or_african_american_alone,8050,9659,6641,19956,11511,29961,167229,165463,21684,52,372181,49011,20489,4482,396609,2237,176199,12702,1361,1326,69850,4238,2968,5621,2314,9202,4321,38038,1553,2589,23170,378,1921,5245,37248,20894,22304,7515,12948,2007-2011
B03002_5_american_indian_and_alaska_native_alone,40,432,0,261,836,44,456,1548,75,34,1040,441,222,326,1204,210,1453,299,11,0,219,105,103,59,42,19,25,302,10,22,367,110,74,72,126,172,41,92,148,2007-2011
B03002_6_asian_alone,2291,710,156,857,3539,4703,13248,30169,1746,127,34390,2066,4178,9825,49493,516,83627,3140,171,72,5968,955,104,107,208,21,127,1068,935,91,1135,141,23,315,1653,480,1009,158,1009,2007-2011
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,92,0,0,17,33,157,390,44,21,317,0,75,53,413,0,429,40,0,0,141,48,28,0,0,0,0,4,6,0,0,1,0,30,58,0,0,0,8,2007-2011
B03002_8_some_other_race_alone,6,294,14,114,329,251,1217,4391,212,80,1868,612,193,228,2212,73,2512,100,138,0,410,244,7,7,12,34,17,200,72,0,720,0,0,43,163,89,89,0,76,2007-2011
B03002_9_two_or_more_races,892,1313,84,1595,3029,2304,4550,10029,1862,338,9388,2039,1685,2041,11215,336,14653,1953,408,178,3754,631,103,111,251,183,200,2248,423,190,2120,202,220,308,1023,797,566,264,965,2007-2011
B03002_10_two_races_including_some_other_race,49,3,0,49,98,5,178,702,25,7,555,64,118,147,445,12,945,88,0,0,55,0,0,6,0,0,69,67,0,0,109,13,0,0,53,116,36,0,264,2007-2011
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",843,1310,84,1546,2931,2299,4372,9327,1837,331,8833,1975,1567,1894,10770,324,13708,1865,408,178,3699,631,103,105,251,183,131,2181,423,190,2011,189,220,308,970,681,530,264,701,2007-2011
B03002_12_hispanic_or_latino,5765,7364,592,6637,19859,11771,34284,82452,8065,850,65662,10457,6377,15639,70329,7582,155702,46113,369,80,11291,3620,490,348,1075,114,467,4489,1382,528,6977,827,202,4783,7889,2380,2127,599,2688,2007-2011
B03002_13_white_alone,3774,2410,386,4626,11938,9118,14553,41149,6090,329,32996,7777,4095,10148,42275,2567,68967,34005,169,59,5820,2638,131,97,780,90,367,2512,813,223,5853,499,136,3380,3655,1475,654,353,1116,2007-2011
B03002_14_black_or_african_american_alone,311,72,54,101,563,338,3311,3649,308,0,4523,866,349,250,3719,47,3784,525,0,2,837,59,51,21,17,4,31,666,18,8,279,0,39,52,455,51,198,1,222,2007-2011
B03002_15_american_indian_and_alaska_native_alone,63,36,0,0,133,13,184,207,3,92,850,16,23,64,323,39,893,322,0,0,162,0,173,0,0,0,1,15,0,0,3,33,0,24,214,0,54,0,110,2007-2011
B03002_16_asian_alone,0,6,0,5,0,8,151,163,0,0,159,30,48,59,110,0,362,28,15,0,0,70,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2007-2011
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,0,0,0,15,0,7,0,0,0,97,0,0,10,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-2011
B03002_18_some_other_race_alone,1377,4519,152,1642,6473,1950,15175,34878,1377,406,26049,1461,1183,4844,21700,4452,76417,10260,55,19,3623,588,135,206,278,20,68,1025,396,131,433,286,27,1181,3071,737,1049,237,1211,2007-2011
B03002_19_two_or_more_races,240,321,0,263,737,344,903,2406,287,23,988,307,679,264,2202,477,5255,973,130,0,825,265,0,24,0,0,0,271,139,166,409,9,0,146,494,117,172,8,29,2007-2011
B03002_20_two_races_including_some_other_race,82,199,0,164,371,261,475,1793,287,18,649,252,298,148,1145,264,2788,642,39,0,668,257,0,0,0,0,0,86,97,161,344,0,0,146,111,79,93,8,16,2007-2011
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",158,122,0,99,366,83,428,613,0,5,339,55,381,116,1057,213,2467,331,91,0,157,8,0,24,0,0,0,185,42,5,65,9,0,0,383,38,79,0,13,2007-2011
B25063_1_total,5373,10304,1838,12561,15235,22477,35154,81282,11223,1722,110782,12909,5860,7355,161921,6062,76292,18504,2832,1135,14804,4907,1239,2096,2281,2467,1618,8300,2007,846,8802,2295,1006,4355,8571,8295,8761,3279,6959,2007-2011
B25063_2_with_cash_rent,5066,9740,1735,11451,14544,21343,34403,78864,10564,1535,108115,12530,5444,6656,157951,5675,74492,17138,2247,997,14003,4143,983,1774,1818,2115,1354,7703,1725,636,8390,2058,928,3870,8281,7659,8095,2946,6544,2007-2011
B25063_3_less_than_$100,53,0,26,0,30,106,18,18,0,0,21,0,0,0,803,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,30,17,46,14,2007-2011
B25063_4_$100_to_$149,0,0,0,22,10,103,69,21,4,0,205,13,38,0,753,46,68,61,64,4,0,13,0,25,13,22,0,67,0,50,15,5,5,22,9,0,31,7,0,2007-2011
B25063_5_$150_to_$199,56,56,3,153,58,419,60,281,30,42,1015,21,16,0,2511,73,71,153,50,54,7,35,18,26,21,88,17,74,0,14,15,46,9,104,12,131,131,52,39,2007-2011
B25063_6_$200_to_$249,26,63,30,298,22,312,88,260,333,0,1004,28,9,12,2882,49,134,105,29,58,47,65,24,47,12,43,0,41,0,19,110,123,11,91,121,91,197,93,161,2007-2011
B25063_7_$250_to_$299,52,139,28,115,51,99,257,286,87,7,889,65,0,16,2477,101,171,115,18,39,13,71,8,30,19,39,14,62,10,4,45,19,23,134,75,123,238,30,51,2007-2011
B25063_8_$300_to_$349,39,188,7,183,80,297,142,298,173,29,751,130,26,0,1656,125,118,115,67,3,39,18,9,91,38,43,4,57,0,4,27,34,17,204,106,152,87,22,127,2007-2011
B25063_9_$350_to_$399,48,233,20,358,60,306,72,220,55,0,628,64,84,88,1723,214,147,174,45,64,0,134,10,19,31,87,8,84,0,16,62,0,9,52,49,135,268,197,275,2007-2011
B25063_10_$400_to_$449,171,237,52,314,129,713,169,338,115,17,537,85,37,48,2077,217,198,168,139,24,80,62,0,40,105,141,12,66,23,0,79,94,15,297,142,260,463,255,183,2007-2011
B25063_11_$450_to_$499,160,299,70,582,214,889,355,602,254,33,722,223,0,152,1745,351,364,574,183,45,38,211,121,245,100,119,100,69,23,49,49,56,48,156,52,317,315,237,137,2007-2011
B25063_12_$500_to_$549,190,457,64,698,351,1332,602,1007,392,10,1409,271,81,140,2664,575,723,589,222,93,93,162,76,123,159,124,202,158,24,52,182,239,19,291,69,328,464,313,293,2007-2011
B25063_13_$550_to_$599,279,544,58,534,384,1107,1092,1455,335,164,2421,171,92,44,3361,607,1407,909,179,80,28,195,36,83,103,92,90,216,56,79,351,64,40,329,24,284,560,277,664,2007-2011
B25063_14_$600_to_$649,155,635,96,774,358,1845,2045,1941,531,85,3694,459,85,146,4433,510,1693,738,55,26,315,277,8,81,256,209,83,272,137,95,184,67,76,338,146,499,815,128,367,2007-2011
B25063_15_$650_to_$699,290,1005,238,672,641,1643,2240,3416,565,105,4971,851,63,136,6696,591,3018,992,115,49,263,455,94,128,123,176,76,389,159,39,508,62,44,224,286,725,695,282,398,2007-2011
B25063_16_$700_to_$749,492,842,171,722,911,1708,3042,4375,361,69,6837,826,278,112,7832,298,3805,1323,131,12,581,383,113,160,63,243,20,483,213,3,612,107,41,358,468,690,436,229,256,2007-2011
B25063_17_$750_to_$799,375,735,162,1191,784,1435,3041,4730,550,115,7156,981,194,317,8563,369,5131,1535,103,95,544,306,43,92,115,108,59,422,119,0,358,268,34,303,600,493,469,138,262,2007-2011
B25063_18_$800_to_$899,621,1442,253,1346,2099,2563,5591,13262,1429,148,14456,1537,629,403,19126,423,10995,2664,318,244,2406,573,118,140,162,266,116,912,257,135,1141,316,97,358,1385,1095,1024,208,777,2007-2011
B25063_19_$900_to_$999,650,789,75,756,1911,1584,4225,11964,1780,113,14197,1947,741,974,20853,597,11470,2505,158,65,1789,403,141,198,290,104,187,1144,222,12,1344,341,176,235,1287,889,792,147,772,2007-2011
"B25063_20_$1,000_to_$1,249",789,1138,223,1534,3008,2626,6835,19031,1951,290,26084,3056,1333,1952,35178,363,18322,3082,257,24,4243,396,126,144,191,141,246,1903,182,63,1902,120,144,225,1874,960,710,252,1050,2007-2011
"B25063_21_$1,250_to_$1,499",545,534,134,763,1827,1025,2945,8620,700,215,11568,1165,755,837,17104,106,9243,670,33,18,1969,143,7,88,6,48,29,779,112,2,1025,16,44,103,926,340,232,26,455,2007-2011
"B25063_22_$1,500_to_$1,999",73,304,25,258,1299,980,1445,5115,777,69,7919,563,603,911,11255,10,6070,318,63,0,1242,145,28,14,11,11,91,468,164,0,248,65,76,0,442,110,67,7,237,2007-2011
"B25063_23_$2,000_or_more",2,100,0,178,317,251,70,1624,142,24,1631,74,380,368,4259,50,1344,348,0,0,306,96,0,0,0,11,0,37,24,0,106,16,0,46,208,7,84,0,26,2007-2011
B25063_24_no_cash_rent,307,564,103,1110,691,1134,751,2418,659,187,2667,379,416,699,3970,387,1800,1366,585,138,801,764,256,322,463,352,264,597,282,210,412,237,78,485,290,636,666,333,415,2007-2011
B25071_1_median_gross_rent_as_a_percentage_of_household_income,33.8,33.4,28.0,33.4,30.0,36.2,34.1,30.4,29.0,32.5,32.6,29.8,30.5,30.6,30.5,31.5,31.7,30.5,29.7,27.3,29.8,29.5,42.2,29.5,33.4,31.3,30.4,39.4,29.6,21.9,30.0,33.4,30.3,32.0,31.8,32.0,33.0,33.2,34.0,2007-2011
B25036_1_total,23404,34477,7931,39473,75784,41349,85875,258710,45227,8049,265137,45451,37930,55465,362603,19085,262169,60939,10626,4364,68128,21266,5052,6307,9379,8183,6478,33634,11155,4793,47691,11116,6012,14675,29002,22920,24233,10416,29488,2007-2011
B25036_2_owner_occupied,18031,24173,6093,26912,60549,18872,50721,177428,34004,6327,154355,32542,32070,48110,200682,13023,185877,42435,7794,3229,53324,16359,3813,4211,7098,5716,4860,25334,9148,3947,38889,8821,5006,10320,20431,14625,15472,7137,22529,2007-2011
B25036_3_built_2005_or_later,2868,2174,488,2154,9656,1203,4295,12248,4973,610,7988,4390,1931,10293,21928,907,20112,5043,439,185,7613,2792,432,431,280,232,420,3192,993,339,6251,867,461,664,1955,1029,997,242,2270,2007-2011
B25036_4_built_2000_to_2004,3532,3887,981,5273,13301,2636,9071,23681,6784,1478,18127,7145,4312,12295,24996,1715,38012,7938,553,266,14393,3765,690,538,702,631,614,7075,1299,361,8723,1728,910,1014,2745,2013,1723,630,4472,2007-2011
B25036_5_built_1990_to_1999,5093,6536,1580,6199,16260,3170,8386,41522,11166,1991,21872,6223,10509,17146,39888,2820,56832,10999,1254,916,17946,4222,909,959,1900,1252,1236,7245,2978,994,13256,2743,1291,1945,4270,2685,2310,1133,7643,2007-2011
B25036_6_built_1980_to_1989,2934,4698,740,4081,12073,3031,8981,46363,4862,1266,24086,5301,8833,4259,32167,2116,40086,6888,1631,772,6950,1766,641,561,1348,838,810,2889,1814,748,5642,1273,860,1626,4406,2253,3148,1034,3679,2007-2011
B25036_7_built_1970_to_1979,1509,2955,900,4123,5771,2717,10111,27390,2491,496,23588,5943,4824,2189,20560,2457,21526,4915,1367,393,3402,1083,345,528,1366,929,737,2237,1292,427,2415,944,598,1932,4406,2616,2692,1037,1907,2007-2011
B25036_8_built_1960_to_1969,711,1522,523,1816,1665,2584,6942,14425,1366,238,25814,2145,1022,802,19527,1453,5671,3037,804,254,1566,1080,267,302,486,622,368,971,294,471,978,479,274,996,1391,1327,1191,872,862,2007-2011
B25036_9_built_1950_to_1959,613,988,356,1287,752,1579,2173,7917,769,67,18738,811,243,546,17993,695,2018,2012,878,119,647,687,114,247,264,307,197,592,127,198,757,412,77,587,596,1021,1028,531,841,2007-2011
B25036_10_built_1940_to_1949,263,596,84,798,391,690,512,2237,404,107,6506,251,80,152,7945,368,750,786,347,125,227,326,91,61,125,319,110,344,96,92,354,91,74,553,270,775,1116,391,371,2007-2011
B25036_11_built_1939_or_earlier,508,817,441,1181,680,1262,250,1645,1189,74,7636,333,316,428,15678,492,870,817,521,199,580,638,324,584,627,586,368,789,255,317,513,284,461,1003,392,906,1267,1267,484,2007-2011
B25036_12_renter_occupied,5373,10304,1838,12561,15235,22477,35154,81282,11223,1722,110782,12909,5860,7355,161921,6062,76292,18504,2832,1135,14804,4907,1239,2096,2281,2467,1618,8300,2007,846,8802,2295,1006,4355,8571,8295,8761,3279,6959,2007-2011
B25036_13_built_2005_or_later,357,526,144,923,1703,1637,2613,4050,987,133,9443,844,164,1174,17304,263,5643,1193,32,21,2689,252,71,54,20,57,48,823,129,11,634,120,38,115,370,406,510,43,439,2007-2011
B25036_14_built_2000_to_2004,539,1380,198,2631,3211,2780,4732,9061,2178,463,10245,3062,936,1569,17393,450,14280,2259,116,29,3915,443,166,104,94,61,124,1759,196,38,2779,309,31,397,1494,545,888,182,836,2007-2011
B25036_15_built_1990_to_1999,992,2088,335,2248,4048,5044,6090,16822,2749,504,17008,2959,1344,1708,26241,1055,21453,4146,773,348,3678,936,208,185,508,346,213,1634,447,214,1991,422,264,488,2052,1302,1064,381,1330,2007-2011
B25036_16_built_1980_to_1989,1549,1755,225,2308,2669,4116,6910,23758,1227,365,23857,2472,1683,1125,27053,876,21830,3714,361,236,2052,1077,287,406,568,519,300,1404,390,319,1249,394,199,715,1834,1547,1468,549,1522,2007-2011
B25036_17_built_1970_to_1979,725,2213,236,1645,1704,4294,7822,13697,1240,134,22226,2003,1124,861,25230,1539,8517,2526,346,193,1185,640,119,572,448,448,247,950,393,116,870,410,159,952,1512,1184,1357,721,968,2007-2011
B25036_18_built_1960_to_1969,463,1235,244,855,572,1887,4397,7148,966,18,13936,873,354,406,20240,855,2455,1863,457,73,619,702,122,154,265,238,292,672,178,44,514,303,66,298,740,978,1007,279,557,2007-2011
B25036_19_built_1950_to_1959,272,503,110,747,479,1228,1786,4280,542,44,8456,377,81,224,12940,386,1012,1321,223,103,279,338,152,68,142,200,125,499,87,22,382,167,28,376,186,926,805,262,472,2007-2011
B25036_20_built_1940_to_1949,166,233,133,486,281,580,486,1356,338,8,2828,164,102,99,6341,210,477,808,311,33,67,266,45,114,79,289,70,159,90,17,81,69,63,283,190,716,871,149,260,2007-2011
B25036_21_built_1939_or_earlier,310,371,213,718,568,911,318,1110,996,53,2783,155,72,189,9179,428,625,674,213,99,320,253,69,439,157,309,199,400,97,65,302,101,158,731,193,691,791,713,575,2007-2011
