"B25127_73_mobile_home,_boat,_rv,_van,_etc.",48,9,52,0,0,17,9,0,12,12,0,0,38,0,0,0,0,0,0,25,0,32,371,10,298,0,909,0,0,187,5,0,6,0,20,2008-2012
B11003_1_total,238896,182400,149863,34445,87973,202594,162228,129878,150559,115286,83429,40822,130257,29719,18071,90673,43897,77145,15941,230396,51659,214719,310803,73348,582628,340577,302793,90249,26712,525813,121782,74811,374995,44911,237715,2008-2012
B11003_2_married-couple_family,189090,107805,91970,29531,64573,156937,129941,108791,120673,77439,69325,34136,90761,23279,14277,67180,32950,60091,12313,178528,41776,152966,126677,57471,345278,271101,192290,69725,22199,348463,90804,60366,292459,33720,177332,2008-2012
B11003_3_with_own_children_under_18_years,86728,52267,40674,13402,28889,76454,60612,51371,45941,35181,35741,14936,43734,10179,4623,27544,13633,23285,4654,85536,16450,63968,61449,24860,162452,123488,73167,34130,10642,156864,42490,30667,134803,12871,84064,2008-2012
B11003_4_under_6_years_only,20869,12347,13774,2526,6834,19933,11927,11828,10895,7157,7929,2961,9503,2070,925,6361,2117,4825,684,19413,3097,15127,13343,4760,43225,24296,28107,6716,2079,39332,9351,6379,28088,2581,19000,2008-2012
B11003_5_under_6_years_and_6_to_17_years,15811,10458,8339,2121,5857,14182,10424,8992,11198,7633,6134,2620,8486,1797,841,4979,2391,4281,1008,16313,2670,11393,15615,4474,41905,21438,12115,7646,2051,30942,8892,7924,25674,2558,16575,2008-2012
B11003_6_6_to_17_years_only,50048,29462,18561,8755,16198,42339,38261,30551,23848,20391,21678,9355,25745,6312,2857,16204,9125,14179,2962,49810,10683,37448,32491,15626,77322,77754,32945,19768,6512,86590,24247,16364,81041,7732,48489,2008-2012
B11003_7_no_own_children_under_18_years,102362,55538,51296,16129,35684,80483,69329,57420,74732,42258,33584,19200,47027,13100,9654,39636,19317,36806,7659,92992,25326,88998,65228,32611,182826,147613,119123,35595,11557,191599,48314,29699,157656,20849,93268,2008-2012
B11003_8_other_family,49806,74595,57893,4914,23400,45657,32287,21087,29886,37847,14104,6686,39496,6440,3794,23493,10947,17054,3628,51868,9883,61753,184126,15877,237350,69476,110503,20524,4513,177350,30978,14445,82536,11191,60383,2008-2012
"B11003_9_male_householder,_no_wife_present",12889,17107,15914,1113,6261,13345,8849,5795,8505,9689,3396,1998,10081,1665,1149,6197,2968,4821,1021,12813,2684,13920,35203,4795,52441,18094,23776,5784,1319,51753,7806,4110,23009,3182,14127,2008-2012
B11003_10_with_own_children_under_18_years,4028,7962,5840,563,2696,5493,3707,2368,3634,3883,1319,863,4395,857,390,3113,1614,2316,595,5035,1320,5967,15551,2297,17154,6456,8499,2690,434,15916,2806,1992,9678,1476,4931,2008-2012
B11003_11_under_6_years_only,904,2409,2026,204,811,1403,1041,626,786,997,269,217,1377,147,97,1048,425,433,115,1569,277,1740,4300,736,4949,1536,2159,627,20,4162,702,717,2564,322,1302,2008-2012
B11003_12_under_6_years_and_6_to_17_years,492,1081,807,23,398,1071,365,55,387,613,205,62,800,126,59,312,266,313,71,650,198,504,3168,172,2879,1201,1294,502,0,2969,399,250,1438,158,794,2008-2012
B11003_13_6_to_17_years_only,2632,4472,3007,336,1487,3019,2301,1687,2461,2273,845,584,2218,584,234,1753,923,1570,409,2816,845,3723,8083,1389,9326,3719,5046,1561,414,8785,1705,1025,5676,996,2835,2008-2012
B11003_14_no_own_children_under_18_years,8861,9145,10074,550,3565,7852,5142,3427,4871,5806,2077,1135,5686,808,759,3084,1354,2505,426,7778,1364,7953,19652,2498,35287,11638,15277,3094,885,35837,5000,2118,13331,1706,9196,2008-2012
"B11003_15_female_householder,_no_husband_present",36917,57488,41979,3801,17139,32312,23438,15292,21381,28158,10708,4688,29415,4775,2645,17296,7979,12233,2607,39055,7199,47833,148923,11082,184909,51382,86727,14740,3194,125597,23172,10335,59527,8009,46256,2008-2012
B11003_16_with_own_children_under_18_years,16809,33089,22833,2059,8785,16485,11815,7152,10054,15260,5477,2568,15489,2544,1431,10472,4582,6832,1541,21682,3804,27816,90037,5711,90919,20980,41393,8337,1722,53222,12042,5190,27547,4654,25796,2008-2012
B11003_17_under_6_years_only,2733,6486,4708,271,1742,2513,2205,963,1827,2727,1025,269,3086,593,289,2376,733,1059,216,3846,576,4825,13899,1077,15987,2485,6370,1351,177,9310,2424,879,3751,1171,4265,2008-2012
B11003_18_under_6_years_and_6_to_17_years,2028,6830,4093,311,2012,2350,1539,712,1646,2799,678,198,3112,228,192,2240,805,1262,172,3397,264,5682,20615,949,17200,3144,6326,1427,107,9016,1934,744,3848,719,4174,2008-2012
B11003_19_6_to_17_years_only,12048,19773,14032,1477,5031,11622,8071,5477,6581,9734,3774,2101,9291,1723,950,5856,3044,4511,1153,14439,2964,17309,55523,3685,57732,15351,28697,5559,1438,34896,7684,3567,19948,2764,17357,2008-2012
B11003_20_no_own_children_under_18_years,20108,24399,19146,1742,8354,15827,11623,8140,11327,12898,5231,2120,13926,2231,1214,6824,3397,5401,1066,17373,3395,20017,58886,5371,93990,30402,45334,6403,1472,72375,11130,5145,31980,3355,20460,2008-2012
B25075_1_total,221504,128117,80736,40156,86612,186569,176642,136374,182194,89213,90457,46802,113247,31423,20889,90269,47513,82989,18256,232128,59687,211821,94130,75060,271482,360215,166483,87281,29222,345415,113099,68924,397764,48770,214097,2008-2012
"B25075_2_less_than_$10,000",412,404,129,61,156,531,471,199,785,93,103,56,148,61,198,450,248,482,25,281,80,363,1400,391,674,453,934,297,47,1029,175,134,812,251,304,2008-2012
"B25075_3_$10,000_to_$14,999",120,44,76,4,75,312,277,23,632,55,18,50,23,40,317,560,346,523,14,194,87,330,1340,205,470,116,607,212,19,620,41,31,303,464,116,2008-2012
"B25075_4_$15,000_to_$19,999",94,94,74,18,174,282,209,22,989,80,39,69,64,140,189,717,325,583,54,192,231,753,1115,295,436,139,535,321,22,594,37,82,327,362,308,2008-2012
"B25075_5_$20,000_to_$24,999",207,185,167,41,188,337,232,159,1117,100,81,90,153,116,221,735,330,341,68,282,142,871,976,441,889,280,611,490,13,918,175,91,554,464,182,2008-2012
"B25075_6_$25,000_to_$29,999",204,204,67,71,322,467,484,183,712,247,98,81,214,103,291,453,163,334,104,490,97,509,953,304,477,228,407,391,40,554,54,76,630,245,264,2008-2012
"B25075_7_$30,000_to_$34,999",298,171,169,18,166,402,385,227,1007,223,146,37,220,87,184,291,165,241,45,507,15,545,718,326,662,495,381,236,38,695,181,111,971,246,288,2008-2012
"B25075_8_$35,000_to_$39,999",537,202,110,68,256,245,188,140,729,222,95,68,253,53,155,315,102,225,5,294,29,288,200,262,422,796,305,341,99,580,252,165,988,135,186,2008-2012
"B25075_9_$40,000_to_$49,999",626,297,135,64,231,466,634,427,1606,289,165,73,217,24,440,555,308,451,212,681,137,467,763,562,999,1396,386,234,96,1751,541,280,1303,268,500,2008-2012
"B25075_10_$50,000_to_$59,999",469,153,212,91,541,478,456,313,1573,119,170,54,245,49,634,636,410,485,316,653,78,848,1171,300,1184,1029,778,351,37,1648,358,322,1139,436,656,2008-2012
"B25075_11_$60,000_to_$69,999",323,227,158,33,888,467,458,202,1426,118,238,43,96,76,858,806,461,486,150,579,187,973,697,225,1227,580,485,363,130,1391,150,94,679,246,645,2008-2012
"B25075_12_$70,000_to_$79,999",397,522,272,23,1260,942,411,404,2125,190,71,109,120,164,972,1388,1008,1023,403,826,220,948,938,493,1464,556,353,420,70,1230,100,217,1078,366,900,2008-2012
"B25075_13_$80,000_to_$89,999",428,547,540,41,1676,652,543,289,2111,249,237,179,328,234,983,2021,1076,1591,246,827,395,1648,1131,357,1121,646,259,491,82,1546,169,300,1241,484,1091,2008-2012
"B25075_14_$90,000_to_$99,999",307,445,315,125,1182,774,389,129,2021,261,147,77,229,216,1096,2437,798,1616,183,692,460,1895,904,347,757,499,174,470,121,1250,158,110,825,710,928,2008-2012
"B25075_15_$100,000_to_$124,999",2059,2293,1485,312,3100,2971,2108,747,6564,1033,844,677,1390,1035,2226,6854,3502,5506,1517,2873,2162,8811,3576,1502,3248,1613,1063,2171,338,5238,818,363,3179,1935,3416,2008-2012
"B25075_16_$125,000_to_$149,999",1437,2274,1161,265,2634,3144,1478,433,7038,964,784,1071,1244,1038,1905,6975,3738,5406,1478,2942,2839,9461,1981,1011,1246,1688,336,2068,261,4450,516,543,2967,1903,3116,2008-2012
"B25075_17_$150,000_to_$174,999",2206,4434,2712,860,3942,4764,3222,1203,10049,1584,1693,2303,3189,1868,2249,10337,6095,9184,2239,5822,4798,15853,3242,2495,4092,3114,1004,4582,371,9443,981,818,5480,4598,4980,2008-2012
"B25075_18_$175,000_to_$199,999",1804,4249,1995,845,4842,5002,3057,1959,9997,1810,1487,2684,2671,2305,1986,8738,5000,7643,1639,6162,5013,16946,1767,3551,2684,2296,373,5113,611,7900,720,599,5851,3944,3685,2008-2012
"B25075_19_$200,000_to_$249,999",7515,10613,7986,2732,11657,19900,12812,6294,26661,7313,6854,7229,9781,5161,2509,14296,8896,14908,3196,15084,8987,35264,4491,10820,9141,7794,2714,13313,2032,21550,3678,3145,22016,9781,9448,2008-2012
"B25075_20_$250,000_to_$299,999",12269,13847,9849,3614,11610,27582,18569,10332,27537,10940,10581,9265,13397,4650,1587,11602,6280,11272,2592,19827,8845,32810,4735,13820,9359,12855,3732,15199,3046,19077,6069,3480,36302,7231,9579,2008-2012
"B25075_21_$300,000_to_$399,999",49779,29741,21113,9363,16164,58941,42400,32222,39220,30685,20338,11578,30726,7862,1233,12106,5255,12541,2041,42559,10694,40699,18519,21164,29642,79556,12011,22319,8335,50926,26094,14513,117964,7140,26609,2008-2012
"B25075_22_$400,000_to_$499,999",47654,19791,13558,7516,9427,29677,29216,26233,17014,17698,14257,5412,18854,3614,238,4251,1544,4327,870,30084,5427,19305,21174,8354,41766,94856,13659,9227,5546,64203,30910,18133,83490,3495,31567,2008-2012
"B25075_23_$500,000_to_$749,999",56358,23348,12916,10265,10131,22951,37429,34875,13974,12089,19522,4140,19402,2030,156,2618,968,2527,553,44863,4991,15477,18649,5534,95043,94929,34757,6545,5962,108546,31393,19206,70660,2732,62094,2008-2012
"B25075_24_$750,000_to_$999,999",20689,7796,2856,2488,3594,3839,11689,11494,4039,2058,7592,710,5846,309,155,518,241,712,160,22066,1876,3612,2237,1050,37389,27895,23889,1228,1077,31421,6566,4083,21562,810,26017,2008-2012
"B25075_25_$1,000,000_or_more",15312,6236,2681,1238,2396,1443,9525,7865,3268,793,4897,747,4437,188,107,610,254,582,146,33348,1897,3145,1453,1251,27090,26406,66730,899,829,8855,2963,2028,17443,524,27218,2008-2012
B03002_1_total,906781,783840,636194,127996,366442,811064,629263,493472,575961,500168,323650,148962,536383,108488,65101,350165,169346,297519,57437,918892,189277,860995,1386364,297291,2512740,1338712,1596735,372951,99702,2235008,468374,312011,1492360,182516,950227,2008-2012
B03002_2_not_hispanic_or_latino,760330,624294,367619,121197,311145,661860,568831,436819,528485,314692,281664,139280,389373,100747,62905,284091,147008,266114,52249,763335,180702,731383,644410,266231,2015120,1143425,1187437,305869,88106,1620861,387935,263295,1246550,166472,742998,2008-2012
B03002_3_white_alone,565170,262029,194810,112173,199493,398992,483862,369189,494683,226183,201972,132081,242046,92570,61015,249834,119007,240627,47659,608561,172669,580912,151578,221391,896464,875171,762321,254662,82530,616029,300585,203466,1068747,148919,545910,2008-2012
B03002_4_black_or_african_american_alone,46744,308196,72299,3225,71618,71921,43599,14583,16708,56037,27315,2697,110667,3886,736,17068,19665,12810,2833,94363,2050,101036,419791,27120,809821,142160,207912,34472,1980,395583,44665,35330,103997,9585,126805,2008-2012
B03002_5_american_indian_and_alaska_native_alone,901,1284,824,55,699,904,411,286,269,592,288,271,526,87,158,170,179,388,55,811,346,927,2707,329,3876,1088,1781,611,0,5786,444,529,1953,246,906,2008-2012
B03002_6_asian_alone,131993,35985,85231,4091,32945,176017,31767,44800,9866,25355,46030,2641,24449,2641,335,10458,3159,7408,415,42586,3099,30582,48299,11010,265238,103152,177294,9100,1989,519368,35773,19769,51670,3094,51365,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,90,429,215,220,49,237,19,26,60,0,11,11,218,0,0,51,51,6,93,303,8,375,122,45,1020,61,602,20,0,1231,0,60,243,21,93,2008-2012
B03002_8_some_other_race_alone,3043,5333,4717,259,1358,2154,1000,1940,764,2301,1075,178,6311,232,52,886,758,429,58,5083,199,2738,9842,831,8452,6217,6345,645,251,39109,1243,1187,2438,343,2769,2008-2012
B03002_9_two_or_more_races,12389,11038,9523,1174,4983,11635,8173,5995,6135,4224,4973,1401,5156,1331,609,5624,4189,4446,1136,11628,2331,14813,12071,5505,30249,15576,31182,6359,1356,43755,5225,2954,17502,4264,15150,2008-2012
B03002_10_two_races_including_some_other_race,1421,1632,1997,58,213,2146,474,667,360,511,570,151,725,215,0,277,153,192,44,1104,83,1348,2461,328,3562,2675,1967,235,147,12158,401,752,2235,217,1463,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",10968,9406,7526,1116,4770,9489,7699,5328,5775,3713,4403,1250,4431,1116,609,5347,4036,4254,1092,10524,2248,13465,9610,5177,26687,12901,29215,6124,1209,31597,4824,2202,15267,4047,13687,2008-2012
B03002_12_hispanic_or_latino,146451,159546,268575,6799,55297,149204,60432,56653,47476,185476,41986,9682,147010,7741,2196,66074,22338,31405,5188,155557,8575,129612,741954,31060,497620,195287,409298,67082,11596,614147,80439,48716,245810,16044,207229,2008-2012
B03002_13_white_alone,101584,77611,160483,4709,33360,110503,41265,38708,32129,103049,27355,7282,75418,5123,1457,34941,14801,18917,3924,91309,5889,68915,160477,14552,223417,98402,146824,33825,6888,334235,54251,23440,158961,11105,96713,2008-2012
B03002_14_black_or_african_american_alone,3950,9523,10657,141,2234,4639,2501,784,992,6700,965,253,5079,134,136,5157,2335,1788,96,5508,179,6247,61948,2014,49801,6611,39831,2956,84,25957,3970,2775,6481,853,10131,2008-2012
B03002_15_american_indian_and_alaska_native_alone,606,800,1698,35,331,536,1340,637,600,828,204,35,336,51,19,637,54,144,0,628,161,1261,4489,355,4371,1222,3231,564,270,3689,369,141,1533,178,835,2008-2012
B03002_16_asian_alone,808,600,680,10,33,618,196,134,7,302,109,8,247,0,0,7,154,51,0,294,0,161,1190,157,1319,613,1379,353,17,3270,519,349,339,37,432,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,17,105,96,8,0,17,11,53,10,68,34,0,114,0,0,0,29,36,0,20,0,41,186,6,352,20,202,0,0,125,26,14,54,3,51,2008-2012
B03002_18_some_other_race_alone,33473,55038,85847,1561,17351,27094,9857,13433,10408,64260,11812,1434,61940,2045,294,22291,3763,7823,944,51444,1577,46636,478314,12398,201336,75218,185980,25140,3575,221177,17623,20216,68599,2529,87470,2008-2012
B03002_19_two_or_more_races,6013,15869,9114,335,1988,5797,5262,2904,3330,10269,1507,670,3876,388,290,3041,1202,2646,224,6354,769,6351,35350,1578,17024,13201,31851,4244,762,25694,3681,1781,9843,1339,11597,2008-2012
B03002_20_two_races_including_some_other_race,2977,3624,5151,186,1273,3276,1219,1937,1875,2649,752,480,2391,239,106,1536,374,935,78,3569,254,3960,25423,733,10653,7725,13145,2525,522,15687,1953,990,6382,481,5952,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",3036,12245,3963,149,715,2521,4043,967,1455,7620,755,190,1485,149,184,1505,828,1711,146,2785,515,2391,9927,845,6371,5476,18706,1719,240,10007,1728,791,3461,858,5645,2008-2012
B25063_1_total,113023,149336,162420,7266,43680,93572,57019,43338,40776,72852,24675,8377,71496,10215,5367,43033,11786,29253,3724,100840,16462,118135,379151,32674,640513,82654,571648,37899,5866,430896,50576,29477,98585,21504,130778,2008-2012
B25063_2_with_cash_rent,109023,146429,159409,6770,42236,91320,54482,41881,37622,71039,23798,7776,69621,9497,4893,41813,11079,27775,3406,96750,15004,113387,371013,30890,623366,78420,560205,35944,5402,418427,47625,28499,93382,20224,126626,2008-2012
B25063_3_less_than_$100,152,1355,629,12,347,140,160,35,51,149,21,0,66,25,0,129,0,155,0,154,32,529,790,64,631,126,351,47,0,345,93,0,82,0,64,2008-2012
B25063_4_$100_to_$149,218,1088,473,10,288,198,253,121,87,153,74,14,181,23,14,156,21,164,0,455,115,435,1822,29,1745,275,1775,16,7,593,164,81,218,9,150,2008-2012
B25063_5_$150_to_$199,701,1814,1118,55,512,534,277,250,228,688,51,75,365,46,82,629,121,253,0,1361,144,1966,5000,110,6028,507,4948,32,3,1466,529,221,254,146,645,2008-2012
B25063_6_$200_to_$249,963,4609,3336,21,1273,1192,1038,464,419,1635,101,109,715,202,61,894,191,897,5,2068,198,1906,16009,503,21152,1403,17704,591,31,5689,1339,543,965,168,2225,2008-2012
B25063_7_$250_to_$299,550,2847,1751,22,623,583,818,264,410,689,167,53,589,97,214,670,157,456,18,1080,307,1387,9458,441,10802,753,10150,274,53,3385,803,232,688,250,1429,2008-2012
B25063_8_$300_to_$349,974,2165,1573,37,654,701,744,392,340,776,211,45,774,70,136,648,84,354,7,1451,226,2164,8723,406,11649,1083,9931,337,59,2903,771,221,675,303,1650,2008-2012
B25063_9_$350_to_$399,850,1689,1399,64,515,631,371,198,200,614,71,9,689,98,156,613,109,446,44,1153,231,1576,6605,283,8809,952,7954,300,78,2369,821,234,617,128,1429,2008-2012
B25063_10_$400_to_$449,567,1833,1686,43,536,751,605,239,390,777,169,63,628,130,59,581,201,437,37,1348,308,1460,8169,190,9458,1048,9182,182,61,3240,616,299,706,326,1193,2008-2012
B25063_11_$450_to_$499,555,1396,1973,48,351,482,573,195,234,472,111,117,620,63,175,710,105,537,109,1151,176,1478,6963,327,7883,736,7606,382,41,3315,671,292,759,235,1014,2008-2012
B25063_12_$500_to_$549,511,1894,2095,62,369,503,486,211,308,853,127,32,764,59,357,1079,292,819,105,1430,347,1972,7467,384,11293,679,9100,383,131,4531,813,449,907,616,1504,2008-2012
B25063_13_$550_to_$599,645,1733,2442,14,459,482,564,336,437,723,132,20,850,116,264,987,281,883,47,912,362,2007,7973,429,11017,861,11075,251,38,4413,671,457,956,371,1404,2008-2012
B25063_14_$600_to_$649,759,2468,3114,76,595,479,440,265,268,1275,112,52,981,220,479,1545,340,1189,169,1646,531,1880,8680,664,14460,1032,13091,535,72,6078,570,376,790,484,2020,2008-2012
B25063_15_$650_to_$699,724,3454,3175,29,905,806,846,272,274,1092,205,130,809,398,381,2026,505,1537,145,987,487,2504,8728,743,11793,634,10803,883,62,5966,1089,522,958,671,1956,2008-2012
B25063_16_$700_to_$749,1263,4379,3947,240,1000,1075,853,307,608,1676,184,218,1652,250,307,2210,432,1448,88,1717,714,2715,10770,946,16411,957,13334,872,95,8001,934,348,1268,957,2005,2008-2012
B25063_17_$750_to_$799,1289,5209,4323,124,1061,1099,732,371,375,1593,231,184,1806,373,430,2895,421,1456,218,2012,814,3699,11328,1086,17195,837,13570,857,75,7851,896,534,1170,891,2105,2008-2012
B25063_18_$800_to_$899,3862,14050,12926,354,2963,3742,2632,1415,1510,5045,883,489,5092,1272,437,5958,1568,2922,254,5546,2005,10380,29080,2796,39330,2340,26170,3173,219,21594,2842,1275,2542,2246,6508,2008-2012
B25063_19_$900_to_$999,6910,16151,14142,595,4031,7556,4976,2466,2601,6649,1489,820,7701,1629,413,5149,1125,3219,289,5608,1633,12516,38035,3242,49306,2850,25717,4374,356,25882,3667,1664,3427,2514,8801,2008-2012
"B25063_20_$1,000_to_$1,249",28274,33657,33043,1582,10948,25256,13328,11145,8448,19525,5399,2067,17890,2215,514,8276,2390,5233,825,16358,2976,28758,89521,8148,136829,10564,61815,9098,1207,89451,10182,5160,13954,4993,23610,2008-2012
"B25063_21_$1,250_to_$1,499",20559,22070,22833,1356,5686,18305,9297,7875,6933,13852,4204,1136,12262,1056,206,3979,1288,3039,603,16756,1432,15611,47685,4672,97237,12622,48094,6117,1003,93303,8261,5116,17117,2478,22552,2008-2012
"B25063_22_$1,500_to_$1,999",21017,17807,23011,1301,5712,19077,9102,8361,8912,10174,6035,1360,11108,804,87,2127,1180,1594,313,18944,1201,14053,40546,3485,92157,19383,86280,4890,1191,96742,8275,6118,26192,2010,27265,2008-2012
"B25063_23_$2,000_or_more",17680,4761,20420,725,3408,7728,6387,6699,4589,2629,3821,783,4079,351,121,552,268,737,130,14613,765,4391,7661,1942,48181,18778,171555,2350,620,31310,3618,4357,19137,428,17097,2008-2012
B25063_24_no_cash_rent,4000,2907,3011,496,1444,2252,2537,1457,3154,1813,877,601,1875,718,474,1220,707,1478,318,4090,1458,4748,8138,1784,17147,4234,11443,1955,464,12469,2951,978,5203,1280,4152,2008-2012
B25071_1_median_gross_rent_as_a_percentage_of_household_income,30.1,32.8,28.5,30.9,31.0,28.5,34.1,28.4,39.1,36.7,29.9,36.3,32.6,31.4,29.6,31.9,32.2,30.6,37.7,32.5,30.5,33.7,34.4,32.2,32.6,32.9,28.2,34.1,34.9,32.7,32.6,34.6,34.3,33.5,32.9,2008-2012
B25036_1_total,334527,277453,243156,47422,130292,280141,233661,179712,222970,162065,115132,55179,184743,41638,26256,133302,59299,112242,21980,332968,76149,329956,473281,107734,911995,442869,738131,125180,35088,776311,163675,98401,496349,70274,344875,2008-2012
B25036_2_owner_occupied,221504,128117,80736,40156,86612,186569,176642,136374,182194,89213,90457,46802,113247,31423,20889,90269,47513,82989,18256,232128,59687,211821,94130,75060,271482,360215,166483,87281,29222,345415,113099,68924,397764,48770,214097,2008-2012
B25036_3_built_2010_or_later,303,89,255,15,130,316,226,356,492,65,223,49,107,43,38,178,73,232,27,356,49,221,67,76,591,384,385,146,47,291,221,76,336,85,116,2008-2012
B25036_4_built_2000_to_2009,10590,6654,8940,3991,8379,15735,18356,11014,25000,4668,8657,4667,4315,4007,2401,11579,8362,11581,3204,13942,5238,12588,3374,7292,15034,9382,9620,10849,1981,10743,10684,3393,25266,4754,8448,2008-2012
B25036_5_built_1990_to_1999,10927,5517,3636,6288,9252,20243,24235,16642,26906,4839,17061,4657,3780,4749,2323,9881,10097,10347,3671,15735,6038,17482,4314,7599,7807,8961,3362,10775,2970,6615,14658,6745,30642,4154,11060,2008-2012
B25036_6_built_1980_to_1989,15825,5485,4464,8909,12191,30497,29506,16894,35739,6020,18095,7326,4316,3766,2723,10292,10137,9575,4351,27619,10041,29211,2537,11884,7900,13931,11649,14303,4048,9949,18097,7187,36446,6406,19162,2008-2012
B25036_7_built_1970_to_1979,16858,6901,6012,6379,9170,19321,23900,17930,40248,7528,9851,9006,7343,4110,2589,10478,7039,9720,2982,31958,7932,26973,6622,10801,9452,15848,10842,11473,4334,14989,19826,12766,72249,5870,17053,2008-2012
B25036_8_built_1960_to_1969,33453,14235,8011,3733,11056,29915,24495,22241,24869,14412,12457,7273,15589,3022,1448,9620,3568,7232,1160,37221,6343,28810,18542,11438,27273,43776,32105,10202,5025,42675,14877,16818,91353,5444,30303,2008-2012
B25036_9_built_1950_to_1959,56906,25524,9053,3279,14513,39572,25469,24027,16570,21355,11154,5831,33376,3129,1116,12783,2563,9918,815,45111,8279,39648,19610,11116,31813,141255,17340,9954,4415,82076,9507,11290,84192,6717,47790,2008-2012
B25036_10_built_1940_to_1949,28157,16913,7850,1347,6317,12669,9054,9395,5247,13411,4513,2463,17324,1444,1095,4964,1482,4506,434,18131,3356,15424,10733,3685,29233,53794,7395,3892,2422,61682,4178,2542,22176,3236,17251,2008-2012
B25036_11_built_1939_or_earlier,48485,46799,32515,6215,15604,18301,21401,17875,7123,16915,8446,5530,27097,7153,7156,20494,4192,19878,1612,42055,12411,41464,28331,11169,142379,72884,73785,15687,3980,116395,21051,8107,35104,12104,62914,2008-2012
B25036_12_renter_occupied,113023,149336,162420,7266,43680,93572,57019,43338,40776,72852,24675,8377,71496,10215,5367,43033,11786,29253,3724,100840,16462,118135,379151,32674,640513,82654,571648,37899,5866,430896,50576,29477,98585,21504,130778,2008-2012
B25036_13_built_2010_or_later,116,356,377,55,25,373,113,99,168,54,37,8,92,0,5,44,15,160,0,501,0,261,911,104,1528,142,1501,270,0,426,92,116,197,83,180,2008-2012
B25036_14_built_2000_to_2009,8311,12668,17852,438,3770,8752,5259,3857,6319,2994,2347,694,5139,520,226,3120,1560,2303,644,6475,517,5177,21515,2965,28616,3856,34078,3669,581,23016,3818,3290,10216,1558,7292,2008-2012
B25036_15_built_1990_to_1999,6183,7554,9806,652,3207,9161,4534,3755,4656,2695,4268,330,3540,481,232,2958,937,2389,349,6734,1098,7069,14024,2291,17345,2972,22575,3925,441,13962,4148,3211,11133,1606,5227,2008-2012
B25036_16_built_1980_to_1989,8735,10179,11203,1028,3878,13164,6850,5309,6073,3819,3943,1411,4525,826,755,4495,1962,2689,710,11547,1816,13195,14432,3419,17911,4728,31537,3849,799,16525,6071,3355,10539,2313,7254,2008-2012
B25036_17_built_1970_to_1979,13959,17460,14312,881,6392,14101,10009,9264,8964,6504,3118,1776,11026,1632,659,7452,2335,2974,794,14497,2533,18224,31257,6041,39851,9294,50318,4877,1021,31609,7586,5539,18869,3135,13721,2008-2012
B25036_18_built_1960_to_1969,19744,21831,16885,1022,7160,15125,9431,7019,5997,10310,2886,946,11770,1874,296,5874,818,2328,293,11947,1945,13117,47225,4044,68088,12774,62621,3253,603,62139,8247,4875,16451,2209,17387,2008-2012
B25036_19_built_1950_to_1959,21368,22590,18364,741,5792,14648,6722,4554,4519,14242,2474,844,14602,995,324,4333,953,3330,140,12914,1634,11886,58013,3415,75928,18958,56969,2615,608,84849,5514,3425,14327,2455,20633,2008-2012
B25036_20_built_1940_to_1949,14415,21785,15445,401,3437,6067,3857,2498,1459,15206,1942,493,8119,500,351,2540,689,2119,229,8704,1130,8042,38911,2023,62668,10050,50904,1777,388,70657,3336,1626,5162,1404,13954,2008-2012
B25036_21_built_1939_or_earlier,20192,34913,58176,2048,10019,12181,10244,6983,2621,17028,3660,1875,12683,3387,2519,12217,2517,10961,565,27521,5789,41164,152863,8372,328578,19880,261145,13664,1425,127713,11764,4040,11691,6741,45130,2008-2012
